layer,measurement,measurement_label,site,peak_abs_z,peak_z_ci_lower_abs,peak_timepoint,clinical_flagged_count,concordance_class,signal_score,rank_overall,rank_within_layer
microbial,K08981,putative membrane protein,NAC,6.129124874937423,5.112619139536822,R+1,0,ambiguous,4.090095311629457,2872,1258
microbial,K07707,"two-component system, LytTR family, response regulator AgrA",ORC,4.9440324601566985,4.088674188683385,R+82,0,idiosyncratic,4.088674188683385,2873,1602
microbial,K11733,lysine-specific permease,NAC,5.891957701577747,5.1103803635989005,R+1,0,ambiguous,4.088304290879121,2874,1259
microbial,K00831,phosphoserine aminotransferase [EC:2.6.1.52],ORC,6.245090752033588,5.110256253593851,R+82,0,ambiguous,4.088205002875081,2875,1603
microbial,K01409,N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234],NAC,4.2965779980910686,3.4049264661497656,R+1,0,concordant,4.0859117593797185,2876,1260
microbial,K19046,CRISPR system Cascade subunit CasB,NAC,6.246759576170602,5.106707573700522,R+1,0,ambiguous,4.0853660589604175,2877,1261
microbial,K00113,glycerol-3-phosphate dehydrogenase subunit C,ORC,5.96563593081234,5.101471553024669,R+45,0,ambiguous,4.081177242419735,2878,1604
microbial,K12524,bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3],ORC,6.0662082867564315,5.101277281326701,R+1,0,ambiguous,4.081021825061361,2879,1605
microbial,K03732,ATP-dependent RNA helicase RhlB [EC:3.6.4.13],ORC,5.678474040307247,5.0986863074615165,R+1,0,ambiguous,4.078949045969213,2880,1606
microbial,K03683,ribonuclease T [EC:3.1.13.-],ORC,6.092295853644043,5.098330446267769,R+1,0,ambiguous,4.078664357014215,2881,1607
microbial,K01772,protoporphyrin/coproporphyrin ferrochelatase [EC:4.99.1.1 4.99.1.9],NAC,6.2431047123179635,5.098220529454394,R+1,0,ambiguous,4.078576423563515,2882,1262
microbial,K18369,alcohol dehydrogenase [EC:1.1.1.-],ORC,6.138163374622619,5.096862850803071,R+82,0,ambiguous,4.077490280642457,2883,1608
microbial,K00995,CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5],ORC,4.763919821165615,4.072243207248708,R+45,0,idiosyncratic,4.072243207248708,2884,1609
microbial,K01925,UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9],NAC,6.025901948648508,5.088873791169492,R+1,0,ambiguous,4.071099032935594,2885,1263
microbial,K06149,universal stress protein A,ORC,5.164216557414377,5.088538884058546,R+82,0,ambiguous,4.070831107246837,2886,1610
microbial,K07286,uncharacterized lipoprotein,ORC,6.041053981826546,5.0842410288076225,R+82,0,ambiguous,4.067392823046098,2887,1611
microbial,K07101,uncharacterized protein,NAC,5.800859782333308,5.08408142639117,R+1,0,ambiguous,4.067265141112936,2888,1264
microbial,K03569,rod shape-determining protein MreB and related proteins,ORC,4.230264177842847,3.3878778480577303,R+82,0,concordant,4.065453417669276,2889,1612
microbial,K02274,cytochrome c oxidase subunit I [EC:7.1.1.9],NAC,6.222784376691369,5.078779990875549,R+1,0,ambiguous,4.0630239927004395,2890,1265
microbial,K02823,dihydroorotate dehydrogenase electron transfer subunit,NAC,6.073739520724058,5.078210583104163,R+1,0,ambiguous,4.06256846648333,2891,1266
microbial,K10542,methyl-galactoside transport system ATP-binding protein [EC:7.5.2.11],ORC,6.203800110266986,5.075630684632917,R+45,0,ambiguous,4.0605045477063335,2892,1613
microbial,K19639,perakine reductase [EC:1.1.1.317],NAC,4.91684993207932,4.059297827617016,R+45,0,idiosyncratic,4.059297827617016,2893,1267
microbial,K06077,outer membrane lipoprotein SlyB,ORC,5.961387236199668,5.07411103939211,R+82,0,ambiguous,4.059288831513689,2894,1614
microbial,K06926,uncharacterized protein,ORC,5.927082346540443,5.0691353402358486,R+1,0,ambiguous,4.055308272188679,2895,1615
microbial,K02913,large subunit ribosomal protein L33,NAC,4.1365785311871965,3.3742061865797064,R+1,0,concordant,4.049047423895647,2896,1268
microbial,K02076,"Fur family transcriptional regulator, zinc uptake regulator",ORC,5.998775739774209,5.058524302818905,R+1,0,ambiguous,4.046819442255124,2897,1616
microbial,K00140,malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27],NAC,5.644622017561618,5.053775663475991,R+1,0,ambiguous,4.043020530780793,2898,1269
microbial,K02259,heme a synthase [EC:1.17.99.9],NAC,5.652372626519093,5.0520055361120555,R+1,0,ambiguous,4.041604428889644,2899,1270
microbial,K01653,acetolactate synthase I/III small subunit [EC:2.2.1.6],ORC,4.815810070720805,4.040448922980213,R+82,0,idiosyncratic,4.040448922980213,2900,1617
microbial,K19228,cationic peptide transport system permease protein,ORC,5.97022809109166,5.047091322712078,R+1,0,ambiguous,4.037673058169663,2901,1618
microbial,K00687,penicillin-binding protein 2B,ORC,5.806166892361431,5.040330683024304,R+1,0,ambiguous,4.0322645464194435,2902,1619
microbial,K12982,heptosyltransferase I [EC:2.4.-.-],ORC,5.520609320177306,5.038475233533892,R+1,0,ambiguous,4.030780186827114,2903,1620
microbial,K01101,4-nitrophenyl phosphatase [EC:3.1.3.41],ORC,5.817193335290988,5.0382765420183855,R+1,0,ambiguous,4.030621233614709,2904,1621
microbial,K00254,dihydroorotate dehydrogenase [EC:1.3.5.2],ORC,6.0543257622529225,5.028047794531906,R+82,0,ambiguous,4.022438235625525,2905,1622
microbial,K12137,hydrogenase-4 component B [EC:1.-.-.-],ORC,6.09291248779275,5.027598686812935,R+1,0,ambiguous,4.022078949450348,2906,1623
microbial,K04016,cytochrome c-type biogenesis protein NrfE,ORC,6.153164062234937,5.022691737282903,R+1,0,ambiguous,4.018153389826323,2907,1624
microbial,K18888,"ATP-binding cassette, subfamily B, multidrug efflux pump",NAC,6.118929393110979,5.022047108951336,R+1,0,ambiguous,4.017637687161069,2908,1271
microbial,K00275,pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5],ORC,6.044075077684451,5.0198128058705755,R+82,0,ambiguous,4.015850244696461,2909,1625
microbial,K03719,"Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein",NAC,6.0893750870734165,5.0180642432021205,R+1,0,ambiguous,4.014451394561696,2910,1272
microbial,K03449,"MFS transporter, CP family, cyanate transporter",ORC,4.79111165242034,4.01330164989023,R+1,0,idiosyncratic,4.01330164989023,2911,1626
microbial,K05809,ribosome-associated inhibitor A,ORC,6.14132136429964,5.016006027409492,R+82,0,ambiguous,4.0128048219275945,2912,1627
microbial,K02519,translation initiation factor IF-2,NAC,6.0707306740539995,5.011274263650428,R+1,0,ambiguous,4.0090194109203425,2913,1273
microbial,K16301,deferrochelatase/peroxidase EfeB [EC:1.11.1.-],ORC,4.890855059529627,4.005097336632533,R+82,0,idiosyncratic,4.005097336632533,2914,1628
microbial,K03169,DNA topoisomerase III [EC:5.6.2.1],ORC,6.092019734001311,5.004531263544668,R+1,0,ambiguous,4.0036250108357345,2915,1629
microbial,K01151,deoxyribonuclease IV [EC:3.1.21.2],ORC,4.2028104493446286,3.3347364134468096,R+1,0,concordant,4.001683696136172,2916,1630
microbial,K13319,4-ketoreductase,NAC,6.131708055757561,4.997957442620014,R+45,0,ambiguous,3.9983659540960113,2917,1274
microbial,K03748,SanA protein,ORC,5.805504333607873,4.9935303367078285,R+1,0,ambiguous,3.994824269366263,2918,1631
microbial,K13634,"LysR family transcriptional regulator, cys regulon transcriptional activator",ORC,6.099996029976598,4.990178296338993,R+82,0,ambiguous,3.9921426370711943,2919,1632
microbial,K07773,"two-component system, OmpR family, aerobic respiration control protein ArcA",ORC,6.023945639534855,4.988644451722403,R+1,0,ambiguous,3.990915561377923,2920,1633
microbial,K01430,urease subunit gamma [EC:3.5.1.5],ORC,6.112514787257111,4.987693695076256,R+1,0,ambiguous,3.990154956061005,2921,1634
microbial,K10202,N-acetylglucosamine transport system permease protein,NAC,5.7186050561718575,4.987570128839119,R+1,0,ambiguous,3.990056103071295,2922,1275
immune,pdgf_aa,PDGF-AA,,6.808641842076076,5.699432163318973,R+82,0,discordant,3.989602514323281,2923,8
microbial,K00558,DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37],NAC,6.022041081671797,4.986306670925676,R+1,0,ambiguous,3.9890453367405407,2924,1276
microbial,K09146,uncharacterized protein,NAC,5.686968905860897,4.985679507752263,R+1,0,ambiguous,3.9885436062018105,2925,1277
microbial,K05601,hydroxylamine reductase [EC:1.7.99.1],ORC,5.833051085655621,4.971443633198921,R+1,0,ambiguous,3.9771549065591367,2926,1635
microbial,K19591,"MerR family transcriptional regulator, copper efflux regulator",ORC,6.012625643293129,4.970630154412098,R+1,0,ambiguous,3.9765041235296787,2927,1636
microbial,K07484,transposase,NAC,5.136413933842348,4.967839337134576,R+1,0,ambiguous,3.974271469707661,2928,1278
microbial,K00963,UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9],NAC,5.835398690797411,4.9665629497621095,R+1,0,ambiguous,3.973250359809688,2929,1279
microbial,K00567,methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63],NAC,5.709277079867015,4.965052301255106,R+1,0,ambiguous,3.972041841004085,2930,1280
microbial,K01009,L-glutamine-phosphate cytidylyltransferase [EC:2.7.7.103],ORC,5.630165510506233,4.965045359903434,R+1,0,ambiguous,3.9720362879227475,2931,1637
microbial,K07114,Ca-activated chloride channel homolog,NAC,5.775140168457845,4.964027985708311,R+1,0,ambiguous,3.971222388566649,2932,1281
microbial,K14058,tRNA 2-thiocytidine biosynthesis protein TtcA,ORC,6.091088983705516,4.963765418377618,R+1,0,ambiguous,3.971012334702095,2933,1638
immune,scf,SCF,,6.201943055267216,5.667014131884922,R+194,0,discordant,3.966909892319445,2934,9
microbial,K01681,aconitate hydratase [EC:4.2.1.3],NAC,5.701568129556267,4.958591824428593,R+1,0,ambiguous,3.9668734595428745,2935,1282
microbial,K17244,putative chitobiose transport system substrate-binding protein,NAC,6.0809124761155395,4.957239522479483,R+1,0,ambiguous,3.965791617983587,2936,1283
microbial,K02429,"MFS transporter, FHS family, L-fucose permease",NAC,5.692687859732446,4.9429806517921255,R+1,0,ambiguous,3.954384521433701,2937,1284
microbial,K02194,heme exporter protein B,ORC,5.991763519425056,4.93819898846081,R+1,0,ambiguous,3.950559190768648,2938,1639
microbial,K03710,GntR family transcriptional regulator,NAC,5.683099348603103,4.937455041158796,R+1,0,ambiguous,3.949964032927037,2939,1285
microbial,K00349,Na+-transporting NADH:ubiquinone oxidoreductase subunit D [EC:7.2.1.1],ORC,5.966229112761262,4.9363972449385125,R+82,0,ambiguous,3.9491177959508104,2940,1640
microbial,K03321,"sulfate permease, SulP family",ORC,6.031103128384658,4.934899640084697,R+1,0,ambiguous,3.947919712067758,2941,1641
microbial,K12437,polyketide synthase 13,NAC,5.597640653177409,4.9340345073461,R+1,0,ambiguous,3.94722760587688,2942,1286
microbial,K03562,biopolymer transport protein TolQ,ORC,4.893923658535993,3.945938219841328,R+1,0,idiosyncratic,3.945938219841328,2943,1642
microbial,K07150,uncharacterized protein,ORC,5.75204614892054,4.928336672309229,R+82,0,ambiguous,3.942669337847383,2944,1643
microbial,K03642,rare lipoprotein A,ORC,6.004259156161217,4.928044857733524,R+82,0,ambiguous,3.9424358861868196,2945,1644
microbial,K01704,3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35],NAC,5.821558462395562,4.9211604624248375,R+1,0,ambiguous,3.9369283699398703,2946,1287
microbial,K11747,glutathione-regulated potassium-efflux system protein KefB,ORC,5.993576696665469,4.91976987242802,R+1,0,ambiguous,3.9358158979424163,2947,1645
microbial,K09685,purine operon repressor,NAC,4.976103896808821,4.918048382108063,R+1,0,ambiguous,3.9344387056864507,2948,1288
microbial,K23183,ferric citrate transport system permease protein,ORC,5.930567738750276,4.916619144195037,R+1,0,ambiguous,3.93329531535603,2949,1646
microbial,K03752,molybdenum cofactor guanylyltransferase [EC:2.7.7.77],NAC,6.025176021865411,4.905841110529874,R+45,0,ambiguous,3.924672888423899,2950,1289
microbial,K05879,phosphoenolpyruvate---glycerone phosphotransferase subunit DhaL [EC:2.7.1.121],ORC,4.877003030627523,3.9241160273545233,R+1,0,idiosyncratic,3.9241160273545233,2951,1647
microbial,K09125,queuosine precursor transporter,ORC,5.902120778589656,4.904604023506763,R+82,0,ambiguous,3.9236832188054103,2952,1648
microbial,K02681,prepilin peptidase dependent protein C,ORC,5.492828490768249,4.9001757410212345,R+82,0,ambiguous,3.920140592816988,2953,1649
microbial,K25285,iron-siderophore transport system ATP-binding protein [EC:7.2.2.-],ORC,5.867533713739199,4.89790041577255,R+1,0,ambiguous,3.91832033261804,2954,1650
microbial,K00721,dolichol-phosphate mannosyltransferase [EC:2.4.1.83],NAC,5.962562905176329,4.892901158599789,R+1,0,ambiguous,3.914320926879831,2955,1290
microbial,K02834,ribosome-binding factor A,NAC,5.537867721060214,4.891578468385107,R+1,0,ambiguous,3.9132627747080857,2956,1291
microbial,K20073,mid-cell-anchored protein Z,ORC,4.237531160825856,3.912855124392279,R+1,0,idiosyncratic,3.912855124392279,2957,1651
microbial,K07223,porphyrinogen peroxidase [EC:1.11.1.-],ORC,4.130984731395617,3.2606130966601867,R+82,0,concordant,3.912735715992224,2958,1652
microbial,K07487,transposase,ORC,4.794512594711094,3.9096071561689647,R+45,0,idiosyncratic,3.9096071561689647,2959,1653
microbial,K01507,inorganic pyrophosphatase [EC:3.6.1.1],ORC,5.903356333622766,4.881343499727828,R+82,0,ambiguous,3.9050747997822626,2960,1654
microbial,K02230,cobaltochelatase CobN [EC:6.6.1.2],NAC,5.965165140224821,4.876820557955761,R+1,0,ambiguous,3.901456446364609,2961,1292
microbial,K07053,"3',5'-nucleoside bisphosphate phosphatase [EC:3.1.3.97]",NAC,5.50251754286616,4.873847958550448,R+45,0,ambiguous,3.899078366840359,2962,1293
microbial,K03313,"Na+:H+ antiporter, NhaA family",NAC,5.9764190422135695,4.871285334858324,R+1,0,ambiguous,3.8970282678866592,2963,1294
microbial,K07258,serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4],NAC,5.975669007851832,4.8690042485171645,R+1,0,ambiguous,3.895203398813732,2964,1295
microbial,K00956,sulfate adenylyltransferase subunit 1 [EC:2.7.7.4],NAC,5.679596693702543,4.868883310523214,R+1,0,ambiguous,3.895106648418571,2965,1296
microbial,K21739,probable pyridine nucleotide-disulfide oxidoreductase,ORC,4.022866675753935,3.24448477564405,R+1,0,concordant,3.8933817307728598,2966,1655
microbial,K09858,SEC-C motif domain protein,ORC,5.565371925617385,4.866516877084486,R+82,0,ambiguous,3.8932135016675886,2967,1656
microbial,K07386,putative endopeptidase [EC:3.4.24.-],ORC,5.976541709526456,4.865477854334969,R+1,0,ambiguous,3.8923822834679758,2968,1657
microbial,K06215,pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6],ORC,4.686411133902201,3.8916330306577036,R+1,0,idiosyncratic,3.8916330306577036,2969,1658
microbial,K03117,sec-independent protein translocase protein TatB,NAC,5.6127263787866095,4.863300435344383,R+1,0,ambiguous,3.890640348275507,2970,1297
microbial,K22004,trans-aconitate decarboxylase [EC:4.1.1.113],ORC,4.05532396989833,3.240803358409607,R+1,0,concordant,3.888964030091528,2971,1659
microbial,K05991,endoglycosylceramidase [EC:3.2.1.123],NAC,5.894047374856737,4.854483737397279,R+1,0,ambiguous,3.8835869899178235,2972,1298
microbial,K09899,uncharacterized protein,ORC,5.650210299644173,4.853277561953204,R+1,0,ambiguous,3.8826220495625634,2973,1660
microbial,K15724,iron-sulfur cluster insertion protein,ORC,5.9061062201575005,4.848535100365213,R+82,0,ambiguous,3.8788280802921706,2974,1661
microbial,K03317,"concentrative nucleoside transporter, CNT family",ORC,5.851383591551918,4.843589793541136,R+1,0,ambiguous,3.8748718348329088,2975,1662
microbial,K00806,undecaprenyl diphosphate synthase [EC:2.5.1.31],NAC,5.804819681531371,4.843096659538129,R+1,0,ambiguous,3.8744773276305033,2976,1299
microbial,K11179,tRNA 2-thiouridine synthesizing protein E [EC:2.8.1.-],ORC,5.813122206861623,4.842970216434589,R+1,0,ambiguous,3.874376173147671,2977,1663
microbial,K09898,uncharacterized protein,ORC,5.772595585692747,4.837901026601667,R+1,0,ambiguous,3.870320821281334,2978,1664
microbial,K11744,AI-2 transport protein TqsA,ORC,5.833357708587549,4.837869179039783,R+1,0,ambiguous,3.870295343231827,2979,1665
microbial,K03336,"3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing) [EC:3.7.1.22]",NAC,5.466282895951613,4.8350384357429705,R+1,0,ambiguous,3.868030748594377,2980,1300
microbial,K23981,alpha-(1->2) branching sucrase [EC:2.4.1.373],ORC,4.4695538783733815,3.867028470768145,R+1,0,idiosyncratic,3.867028470768145,2981,1666
microbial,K03923,NADPH dehydrogenase (quinone) [EC:1.6.5.10],ORC,5.487675371661194,4.832785010298064,R+82,0,ambiguous,3.8662280082384513,2982,1667
microbial,K00232,acyl-CoA oxidase [EC:1.3.3.6],NAC,5.655075195334151,4.8278540677871336,R+1,0,ambiguous,3.862283254229707,2983,1301
microbial,K19055,Ala-tRNA(Pro) deacylase [EC:3.1.1.-],ORC,3.6551675174604643,3.2180872438261185,R+1,0,concordant,3.861704692591342,2984,1668
microbial,K09946,uncharacterized protein,ORC,5.011055763335989,4.826030361703548,R+82,0,ambiguous,3.8608242893628386,2985,1669
microbial,K12136,hydrogenase-4 component A [EC:1.-.-.-],ORC,5.900942915968747,4.820050980306529,R+1,0,ambiguous,3.856040784245223,2986,1670
microbial,K17624,endo-alpha-N-acetylgalactosaminidase [EC:3.2.1.97],NAC,5.672307789369286,4.813045878655114,R+45,0,ambiguous,3.850436702924091,2987,1302
microbial,K03402,transcriptional regulator of arginine metabolism,NAC,3.827851199353046,3.207964167701196,R+1,0,concordant,3.8495570012414353,2988,1303
microbial,K20483,lantibiotic biosynthesis protein,ORC,5.709765896777481,4.807101639391963,R+1,0,ambiguous,3.8456813115135704,2989,1671
microbial,K02435,aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7],ORC,5.160964584781871,4.8067693931631945,R+1,0,ambiguous,3.845415514530556,2990,1672
microbial,K06189,magnesium and cobalt transporter,ORC,5.880718156887489,4.80662091260897,R+82,0,ambiguous,3.8452967300871763,2991,1673
microbial,K01886,glutaminyl-tRNA synthetase [EC:6.1.1.18],NAC,5.646811411874791,4.805444157731159,R+45,0,ambiguous,3.8443553261849277,2992,1304
microbial,K10702,"2-hydroxy-6-oxohepta-2,4-dienoate hydrolase [EC:3.7.1.25]",ORC,4.473693603116282,3.8438728631100325,R+1,0,idiosyncratic,3.8438728631100325,2993,1674
microbial,K09976,uncharacterized protein,NAC,5.9044654630716575,4.804820566280071,R+1,0,ambiguous,3.843856453024057,2994,1305
microbial,K16163,maleylpyruvate isomerase [EC:5.2.1.4],NAC,3.976057041924286,3.202070129188603,R+45,0,concordant,3.842484155026323,2995,1306
microbial,K01689,enolase [EC:4.2.1.11],NAC,5.376928580226853,4.802360056604592,R+1,0,ambiguous,3.841888045283674,2996,1307
microbial,K08676,tricorn protease [EC:3.4.21.-],NAC,5.644017255854363,4.796352283319735,R+1,0,ambiguous,3.8370818266557887,2997,1308
microbial,K16264,cobalt-zinc-cadmium efflux system protein,NAC,5.538566943022441,4.795563724731808,R+45,0,ambiguous,3.8364509797854467,2998,1309
microbial,K03566,"LysR family transcriptional regulator, glycine cleavage system transcriptional activator",ORC,5.084912709008634,4.795107630709938,R+1,0,ambiguous,3.8360861045679506,2999,1675
microbial,K13788,phosphate acetyltransferase [EC:2.3.1.8],ORC,5.886554004900357,4.794183590475124,R+1,0,ambiguous,3.8353468723800996,3000,1676
microbial,K03656,ATP-dependent DNA helicase Rep [EC:3.6.4.12],ORC,5.707341180632405,4.7933668919127195,R+1,0,ambiguous,3.834693513530176,3001,1677
microbial,K09895,uncharacterized protein,ORC,5.293887062398987,4.7926426052265825,R+1,0,ambiguous,3.834114084181266,3002,1678
microbial,K06282,hydrogenase small subunit [EC:1.12.99.6],ORC,4.054849296043938,3.1911941693586976,R+1,0,concordant,3.829433003230437,3003,1679
microbial,K10617,p-cumic alcohol dehydrogenase,NAC,5.885608056622966,4.786357600061282,R+45,0,ambiguous,3.829086080049026,3004,1310
microbial,K01241,AMP nucleosidase [EC:3.2.2.4],NAC,5.704480290555172,4.7840340905749486,R+1,0,ambiguous,3.827227272459959,3005,1311
microbial,K07098,uncharacterized protein,NAC,5.850106120288546,4.780854742168547,R+1,0,ambiguous,3.8246837937348377,3006,1312
microbial,K22390,acid phosphatase type 7,NAC,5.648746604438297,4.772109380687854,R+1,0,ambiguous,3.8176875045502836,3007,1313
microbial,K01889,phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20],NAC,5.40558408130626,4.7718161180182905,R+1,0,ambiguous,3.8174528944146324,3008,1314
microbial,K21839,2-haloacrylate reductase [EC:1.3.1.103],NAC,5.450526743235765,4.770403649531277,R+1,0,ambiguous,3.8163229196250215,3009,1315
microbial,K00764,amidophosphoribosyltransferase [EC:2.4.2.14],NAC,5.868786966447392,4.770273737037066,R+45,0,ambiguous,3.8162189896296526,3010,1316
microbial,K05851,"adenylate cyclase, class 1 [EC:4.6.1.1]",ORC,5.815494736314788,4.768280063901963,R+1,0,ambiguous,3.8146240511215703,3011,1680
microbial,K17246,putative chitobiose transport system permease protein,NAC,5.856793192956588,4.7673280429503615,R+1,0,ambiguous,3.8138624343602894,3012,1317
microbial,K12368,dipeptide transport system substrate-binding protein,ORC,5.80955777344986,4.765849387548025,R+1,0,ambiguous,3.81267951003842,3013,1681
microbial,K03070,preprotein translocase subunit SecA [EC:7.4.2.8],NAC,5.680120583309899,4.76489883270793,R+1,0,ambiguous,3.811919066166344,3014,1318
microbial,K17245,putative chitobiose transport system permease protein,NAC,5.853646472994082,4.763484311952029,R+1,0,ambiguous,3.810787449561623,3015,1319
immune,il_17e_il_25,IL-17E/IL-25,,6.230722651606795,5.4393244351905095,R+82,0,discordant,3.8075271046333565,3016,10
microbial,K23024,"(+)-(1E,4E,6S,7R)-germacra-1(10),4-dien-6-ol synthase [EC:4.2.3.166]",ORC,5.301649468029864,4.757321992117512,R+1,0,ambiguous,3.8058575936940096,3017,1682
microbial,K03764,"MetJ family transcriptional regulator, methionine regulon repressor",ORC,5.465955586715341,4.754389227591297,R+82,0,ambiguous,3.8035113820730375,3018,1683
microbial,K05602,histidinol-phosphatase [EC:3.1.3.15],NAC,5.839220485206829,4.7455766542237425,R+1,0,ambiguous,3.796461323378994,3019,1320
microbial,K21836,D-lactate dehydrogenase (acceptor) [EC:1.1.99.6],ORC,5.6854424971535025,4.7432511611632675,R+82,0,ambiguous,3.794600928930614,3020,1684
microbial,K02612,"ring-1,2-phenylacetyl-CoA epoxidase subunit PaaD",NAC,5.830533082474437,4.740724544270845,R+1,0,ambiguous,3.7925796354166765,3021,1321
microbial,K03269,"UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]",ORC,5.579562468950288,4.740340439231039,R+82,0,ambiguous,3.792272351384831,3022,1685
microbial,K01429,urease subunit beta [EC:3.5.1.5],ORC,5.810655524957528,4.737549216852775,R+1,0,ambiguous,3.7900393734822204,3023,1686
microbial,K23251,"O104-antigen biosynthesis beta-1,3-galactosyltransferase",NAC,5.820754134413193,4.737211472379664,R+1,0,ambiguous,3.789769177903731,3024,1322
microbial,K03831,molybdopterin adenylyltransferase [EC:2.7.7.75],ORC,5.612358542979802,4.735985155761385,R+82,0,ambiguous,3.7887881246091077,3025,1687
microbial,K13292,phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145],NAC,5.75348355126173,4.734616112688556,R+1,0,ambiguous,3.7876928901508453,3026,1323
microbial,K11991,tRNA(adenine34) deaminase [EC:3.5.4.33],NAC,5.827184539255045,4.733641122787925,R+1,0,ambiguous,3.7869128982303404,3027,1324
microbial,K02904,large subunit ribosomal protein L29,NAC,5.821182677193216,4.732899766504319,R+1,0,ambiguous,3.7863198132034555,3028,1325
microbial,K06217,phosphate starvation-inducible protein PhoH and related proteins,NAC,4.008178198690226,3.1524908719725278,R+1,0,concordant,3.782989046367033,3029,1326
microbial,K01692,enoyl-CoA hydratase [EC:4.2.1.17],NAC,5.632605999249801,4.724237351374732,R+1,0,ambiguous,3.779389881099786,3030,1327
microbial,K00852,ribokinase [EC:2.7.1.15],NAC,5.729983670007057,4.722976738351072,R+1,0,ambiguous,3.778381390680858,3031,1328
microbial,K00946,thiamine-monophosphate kinase [EC:2.7.4.16],ORC,5.800360593896429,4.7229037139474865,R+82,0,ambiguous,3.7783229711579893,3032,1688
microbial,K03786,3-dehydroquinate dehydratase II [EC:4.2.1.10],NAC,5.731491378559422,4.720832856647088,R+1,0,ambiguous,3.7766662853176705,3033,1329
microbial,K02233,adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26],NAC,5.5261218360939095,4.719203623859984,R+1,0,ambiguous,3.7753628990879875,3034,1330
microbial,K13891,glutathione transport system permease protein,NAC,5.670020390355593,4.7075733699316995,R+1,0,ambiguous,3.7660586959453597,3035,1331
microbial,K02965,small subunit ribosomal protein S19,ORC,4.711198333963057,3.7632900767727047,R+82,0,idiosyncratic,3.7632900767727047,3036,1689
immune,mcp_1,MCP-1,,6.24711054350699,5.373485866593261,R+194,0,discordant,3.7614401066152823,3037,11
microbial,K03612,H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G,ORC,5.6960805511257115,4.7001432647325805,R+1,0,ambiguous,3.7601146117860647,3038,1690
microbial,K09768,uncharacterized protein,NAC,5.400898041718871,4.694902854986299,R+1,0,ambiguous,3.755922283989039,3039,1332
microbial,K07755,arsenite methyltransferase [EC:2.1.1.137],ORC,5.66414824746171,4.694786486431495,R+1,0,ambiguous,3.755829189145196,3040,1691
microbial,K14696,"solute carrier family 30 (zinc transporter), member 9",NAC,5.596086199242276,4.694530998645177,R+1,0,ambiguous,3.7556247989161413,3041,1333
microbial,K03578,ATP-dependent helicase HrpA [EC:3.6.4.13],ORC,5.59975370949737,4.691250812594781,R+1,0,ambiguous,3.753000650075825,3042,1692
microbial,K01903,succinyl-CoA synthetase beta subunit [EC:6.2.1.5],ORC,5.741626991336007,4.691012487033821,R+1,0,ambiguous,3.752809989627057,3043,1693
microbial,K00611,ornithine carbamoyltransferase [EC:2.1.3.3],ORC,5.438262465217408,4.6893653977258865,R+82,0,ambiguous,3.751492318180709,3044,1694
microbial,K01113,alkaline phosphatase D [EC:3.1.3.1],NAC,5.679704205983789,4.684640195935191,R+1,0,ambiguous,3.7477121567481526,3045,1334
microbial,K02858,"3,4-dihydroxy 2-butanone 4-phosphate synthase [EC:4.1.99.12]",ORC,5.44441080455107,4.684165033068138,R+1,0,ambiguous,3.7473320264545102,3046,1695
microbial,K05451,"nerve growth factor, alpha",NAC,5.743308545096665,4.672217555275673,R+1,0,ambiguous,3.7377740442205387,3047,1335
microbial,K03632,chromosome partition protein MukB,ORC,5.741125721340193,4.6708190089586,R+1,0,ambiguous,3.73665520716688,3048,1696
microbial,K02838,ribosome recycling factor,NAC,4.659672383958896,3.736616438558183,R+82,0,idiosyncratic,3.736616438558183,3049,1336
microbial,K05801,DnaJ like chaperone protein,ORC,5.563551341615414,4.669565478790101,R+82,0,ambiguous,3.735652383032081,3050,1697
microbial,K06915,uncharacterized protein,ORC,5.592740579954103,4.667478658016495,R+82,0,ambiguous,3.733982926413196,3051,1698
